IDX,PATIENT_DEV_CD,DESC_E,DESC_F,CODE_TYPE_E,CODE_TYPE_F
274,297,Herpes (Retired - use 296),Herpès (Retiré-utilise 296),Health Effect,Effet sur la santé
275,299,E081801 - Intraocular Infection,E081801 - Infection intraoculaire,Health Effect,Effet sur la santé
276,300,E0744 - Respiratory Tract Infection,E0744 - Infection des voies respiratoires,Health Effect,Effet sur la santé
277,301,E1310 - Urinary Tract Infection,E1310 - Infection urinaire,Health Effect,Effet sur la santé
278,302,E2325 - Infiltration into Tissue,E2325 - Infiltration dans les tissus,Health Effect,Effet sur la santé
279,303,E2326 - Inflammation,E2326 - Inflammation,Health Effect,Effet sur la santé
280,304,Injury (Retired - use 636),Blessure (Retiré-utilise 636),Health Effect,Effet sur la santé
281,305,E1701 - Abrasion,E1701 - Abrasion,Health Effect,Effet sur la santé
282,306,Suture Abrasion (Retired - use 305),Abrasion de sutures (Retiré-utilise 305),Health Effect,Effet sur la santé
283,307,Bruise (Retired - use 1218),Ecchymose (Retiré-utilise 1218),Health Effect,Effet sur la santé
284,308,E1704 - Burn(s),E1704 - Brûlure(s),Health Effect,Effet sur la santé
285,309,E1005 - Bowel Burn,E1005 - Brûlure intestinale,Health Effect,Effet sur la santé
286,310,E081902 - Eye Burn,E081902 - Brûlure oculaire,Health Effect,Effet sur la santé
287,311,"Burn, thermal (Retired - use 308)",Brûlure thermique (Retiré-utilise 308),Health Effect,Effet sur la santé
288,312,E170401 - Caustic/Chemical Burns,E170401 - Brûlures caustiques/chimiques,Health Effect,Effet sur la santé
289,313,E170404 - Superficial (First Degree) Burn,E170404 - Brûlure superficielle (premier degré),Health Effect,Effet sur la santé
290,314,"Lead(s), burn(s) from (Retired - use 308)",Brûlure par des électrodes (Retiré-utilise 308),Health Effect,Effet sur la santé
291,315,E170403 - Radiation Burn,E170403 - Brûlure par rayonnement,Health Effect,Effet sur la santé
292,316,E170405 - Partial thickness (Second Degree) Burn,E170405 - Brûlure modérément profonde (deuxième degré),Health Effect,Effet sur la santé
293,317,E170406 - Full thickness (Third Degree) Burn,E170406 - Brûlure profonde (troisième degré),Health Effect,Effet sur la santé
294,318,Choking (Retired - use 1144),Étouffement (Retiré-utilise 1144),Health Effect,Effet sur la santé
295,319,E0108 - Concussion,E0108 - Commotion cérébrale,Health Effect,Effet sur la santé
296,320,Contusion (Retired - use 1218),Contusion (Retiré-utilise 1218),Health Effect,Effet sur la santé
297,322,E0615 - Myocardial Contusion,E0615 - Contusion myocardique,Health Effect,Effet sur la santé
298,323,E2004 - Crushing Injury,E2004 - Blessure par écrasement,Health Effect,Effet sur la santé
299,324,E1633 - Tooth Fracture,E1633 - Fracture dentaire,Health Effect,Effet sur la santé
300,325,E2009 - Laceration(s),E2009 - Lacération(s),Health Effect,Effet sur la santé
301,326,E1606 - Damage to Ligament(s),E1606 - Lésion ligamentaire,Health Effect,Effet sur la santé
302,327,E0124 - Nervous System Injury,E0124 - Lésion du système nerveux,Health Effect,Effet sur la santé
303,328,E012401 - Spinal Cord Injury,E012401 - Lésion médullaire,Health Effect,Effet sur la santé
304,329,E2114 - Perforation,E2114 - Perforation,Health Effect,Effet sur la santé
305,330,E1006 - Bowel Perforation,E1006 - Perforation intestinale,Health Effect,Effet sur la santé
306,331,E211401 - Internal Organ Perforation,E211401 - Perforation d'un organe interne,Health Effect,Effet sur la santé
307,332,E0745 - Sinus Perforation,E0745 - Perforation sinusienne,Health Effect,Effet sur la santé
308,333,E1415 - Uterine Perforation,E1415 - Perforation utérine,Health Effect,Effet sur la santé
309,334,E2011 - Physical Entrapment,E2011 - Piégeage physique,Health Effect,Effet sur la santé
310,335,E2013 - Rupture,E2013 - Rupture,Health Effect,Effet sur la santé
311,337,E1631 - Spinal Column Injury,E1631 - Blessure à la colonne vertébrale,Health Effect,Effet sur la santé
312,338,Sprain (Retired - use 326),Entorse (Retiré-utilise 326),Health Effect,Effet sur la santé
313,339,E0749 - Strangulation,E0749 - Étranglement,Health Effect,Effet sur la santé
314,340,E2015 - Unspecified Tissue Injury,E2015 - Lésions tissulaires non précisées,Health Effect,Effet sur la santé
315,341,E2014 - Tissue Breakdown,E2014 - Dégradation tissulaire,Health Effect,Effet sur la santé
316,342,E2006 - Erosion,E2006 - Érosion,Health Effect,Effet sur la santé
317,343,E1713 - Pocket Erosion,E1713 - Érosion de la poche,Health Effect,Effet sur la santé
318,344,E1718 - Skin Erosion,E1718 - Érosion cutanée,Health Effect,Effet sur la santé
319,345,Toxicity (Retired - use 636),Toxicité (Retiré-utilise 636),Health Effect,Effet sur la santé
320,346,E2339 - Ulcer,E2339 - Ulcère,Health Effect,Effet sur la santé
321,347,E201401 - Pressure Sores,E201401 - Ulcères de décubitus,Health Effect,Effet sur la santé
322,348,E1519 - Vaginal Mucosa Damage,E1519 - Lésion de la muqueuse vaginale,Health Effect,Effet sur la santé
323,349,"Insufficiency, Valvular (Retired - use 1137)",Insuffisance valvulaire (Retiré-utilise 1137),Health Effect,Effet sur la santé
324,350,Aortic insufficiency (Retired - use 1138),Insuffisance aortique (Retiré-utilise 1138),Health Effect,Effet sur la santé
325,351,Aortic Regurgitation (Retired - use 1138),Régurgitation aortique (Retiré-utilise 1138),Health Effect,Effet sur la santé
326,352,Mitral Insufficiency (Retired - use 1139),Insuffisance mitrale (Retiré-utilise 1139),Health Effect,Effet sur la santé
327,353,Mitral Regurgitation (Retired - use 1139),Régurgitation mitrale (Retiré-utilise 1139),Health Effect,Effet sur la santé
328,354,"Regurgitation, Valvular (Retired - use 1137)",Régurgitation valvulaire (Retiré-utilise 1137),Health Effect,Effet sur la santé
329,355,Tricuspid Insufficiency (Retired - use 1141),Insuffisance tricuspidienne (Retiré-utilise 1141),Health Effect,Effet sur la santé
330,356,Tricuspid Regurgitation (Retired - use 1141),Régurgitation tricuspidienne (Retiré-utilise 1141),Health Effect,Effet sur la santé
331,357,Intimal Dissection (Retired - use 1132),Dissection intimale (Retiré-utilise 1132),Health Effect,Effet sur la santé
332,358,"Intraocular Pressure, Delayed, Uncontrolled (Retired - use 636)","Pression intraoculaire, retardée, non contrôlée (Retiré-utilise 636)",Health Effect,Effet sur la santé
333,359,E0827 - Intraocular Pressure Increased,E0827 - Pression intraoculaire augmentée,Health Effect,Effet sur la santé
334,360,E0828 - Iritis,E0828 - Iritis,Health Effect,Effet sur la santé
335,361,E020205 - Irritability,E020205 - Irritabilité,Health Effect,Effet sur la santé
336,362,Irritation (Retired - use 636),Irritation (Retiré-utilise 636),Health Effect,Effet sur la santé
337,363,Skin Irritation (Retired - use 1209),Irritation cutanée (Retiré-utilise 1209),Health Effect,Effet sur la santé
338,364,E172007 - Wheal(s),E172007 - Papule(s) ortiée(s),Health Effect,Effet sur la santé
339,365,E0509 - Ischemia,E0509 - Ischémie,Health Effect,Effet sur la santé
340,366,E0612 - Ischemic Heart Disease,E0612 - Cardiopathie ischémique,Health Effect,Effet sur la santé
341,367,E1708 - Itching Sensation,E1708 - Sensation de démangeaison,Health Effect,Effet sur la santé
342,368,E1709 - Jaundice,E1709 - Ictère,Health Effect,Effet sur la santé
343,369,E1614 - Joint Dislocation,E1614 - Luxation d'une articulation,Health Effect,Effet sur la santé
344,370,Joint Disorder (Retired - use 636),Trouble des articulations (Retiré-utilise 636),Health Effect,Effet sur la santé
345,371,E1602 - Arthritis,E1602 - Arthrite,Health Effect,Effet sur la santé
346,372,E160201 - Rheumatoid Arthritis,E160201 - Polyarthrite rhumatoïde,Health Effect,Effet sur la santé
347,373,Joint Swelling (Retired - use 1233),Enflure des articulations (Retiré-utilise 1233),Health Effect,Effet sur la santé
348,374,E0829 - Keratitis,E0829 - Kératite,Health Effect,Effet sur la santé
349,376,E1515 - Premature Labor,E1515 - Travail prématuré,Health Effect,Effet sur la santé
350,377,Left Ventricular Dysfunction (Retired - use 1134),Dysfonction ventriculaire gauche (Retiré-utilise 1134),Health Effect,Effet sur la santé
351,378,Left Ventricular Hypertrophy (Retired - use 1136),Hypertrophie ventriculaire gauche (Retiré-utilise 1136),Health Effect,Effet sur la santé
352,379,E0204 - Lethargy,E0204 - Léthargie,Health Effect,Effet sur la santé
353,380,E1104 - Liver Damage/Dysfunction,E1104 - Atteinte/dysfonctionnement hépatique,Health Effect,Effet sur la santé
354,381,E1106 - Liver Laceration(s),E1106 - Lacération(s) hépatique(s),Health Effect,Effet sur la santé
355,382,E0119 - Loss of consciousness,E0119 - Perte de conscience,Health Effect,Effet sur la santé
356,383,Fainting (Retired - use 1277),Évanouissement (Retiré-utilise 1277),Health Effect,Effet sur la santé
357,384,Loss of pulse (Retired - use 636),Perte de pouls (Retiré-utilise 636),Health Effect,Effet sur la santé
358,385,E0613 - Low Cardiac Output,E0613 - Faible débit cardiaque,Health Effect,Effet sur la santé
359,386,E0729 - Overinflation of Lung,E0729 - Surgonflement pulmonaire,Health Effect,Effet sur la santé
360,387,E020204 - Malaise,E020204 - Malaise,Health Effect,Effet sur la santé
361,389,E0727 - Mediastinal Shift,E0727 - Déviation médiastinale,Health Effect,Effet sur la santé
362,390,E0120 - Memory Loss/Impairment,E0120 - Perte/trouble de la mémoire,Health Effect,Effet sur la santé
363,391,E0121 - Meningitis,E0121 - Méningite,Health Effect,Effet sur la santé
364,392,E1408 - Menstrual Irregularities,E1408 - Irrégularités menstruelles,Health Effect,Effet sur la santé
365,393,"Microcysts, Epithelial (Retired - use 4022)",Microkystes épithéliaux (Retiré-utilise 4022),Health Effect,Effet sur la santé
366,394,E1304 - Micturition Urgency,E1304 - Miction impérieuse,Health Effect,Effet sur la santé
367,395,F13 - Misdiagnosis/Misclassification,F13 - Mauvais diagnostic/mauvaise classification,Health Effect,Effet sur la santé
368,396,F1003 - Missed Dose,F1003 - Dose oubliée,Health Effect,Effet sur la santé
369,397,E0614 - Mitral Perforation,E0614 - Perforation mitrale,Health Effect,Effet sur la santé
370,398,Multiple Organ Failure (Retired - use 636),Défaillance multiviscérale (Retiré-utilise 636),Health Effect,Effet sur la santé
371,399,Muscle Spasm(s) (Retired - use 1188),Spasme(s) musculaire(s) (Retiré-utilise 1188),Health Effect,Effet sur la santé
372,400,Muscle Stimulation (Retired - use 432),Stimulation musculaire (Retiré-utilise 432),Health Effect,Effet sur la santé
373,401,E1621 - Muscle Weakness/Atrophy,E1621 - Faiblesse / atrophie musculaire,Health Effect,Effet sur la santé
374,402,E161603 - Muscular Rigidity,E161603 - Rigidité musculaire,Health Effect,Effet sur la santé
375,403,E0136 - Tics/Tremor,E0136 - Tics/tremblements,Health Effect,Effet sur la santé
376,404,E061202 - Myocardial Infarction,E061202 - Infarctus du myocarde,Health Effect,Effet sur la santé
377,405,E0617 - Myocarditis,E0617 - Myocardite,Health Effect,Effet sur la santé
378,406,E1020 - Nausea,E1020 - Nausée,Health Effect,Effet sur la santé
379,407,E2327 - Necrosis,E2327 - Nécrose,Health Effect,Effet sur la santé
380,408,Necrosis Of Flap Tissue (Retired - use 407),Nécrose des lambeaux (Retiré-utilise 407),Health Effect,Effet sur la santé
381,409,E2010 - Needle Stick/Puncture,E2010 - Piqûre d'aiguille/perforation,Health Effect,Effet sur la santé
382,410,E0510 - Neovascularization,E0510 - Néovascularisation,Health Effect,Effet sur la santé
383,411,E0123 - Nerve Damage,E0123 - Lésion nerveuse,Health Effect,Effet sur la santé
384,412,E012301 - Optical Nerve Damage,E012301 - Lésion du nerf optique,Health Effect,Effet sur la santé
385,414,E0138 - Undesired Nerve Stimulation,E0138 - Stimulation nerveuse non désirée,Health Effect,Effet sur la santé
386,415,Neurological Deficit/Dysfunction (Retired - use 636),Déficit/dysfonction neurologique (Retiré-utilise 636),Health Effect,Effet sur la santé
387,416,E0126 - Neuropathy,E0126 - Neuropathie,Health Effect,Effet sur la santé
388,417,E1409 - Nipple Sensation Changes,E1409 - Changement de la sensibilité mamelonnaire,Health Effect,Effet sur la santé
389,418,E1410 - Nipple Ulceration,E1410 - Ulcération du mamelon,Health Effect,Effet sur la santé
390,419,F26 - No Health Consequences or Impact,F26 - Aucune conséquence ou incidence sur la santé,Health Effect,Effet sur la santé
391,420,F27 - No Patient Involvement,F27 - Aucune implication du patient,Health Effect,Effet sur la santé
392,421,Nonpyrogenic (Retired - use 636),Apyrogène (Retiré-utilise 636),Health Effect,Effet sur la santé
393,422,E0127 - Numbness,E0127 - Engourdissement,Health Effect,Effet sur la santé
394,423,Obstruction (Retired - use 1228),Obstruction (Retiré-utilise 1228),Health Effect,Effet sur la santé
395,424,E0728 - Nasal Obstruction,E0728 - Obstruction nasale,Health Effect,Effet sur la santé
396,425,Occlusion (Retired - use 1228),Occlusion (Retiré-utilise 1228),Health Effect,Effet sur la santé
397,426,E1626 - Ossification,E1626 - Ossification,Health Effect,Effet sur la santé
398,427,E1627 - Osteolysis,E1627 - Ostéolyse,Health Effect,Effet sur la santé
399,428,E1629 - Osteopenia/Osteoporosis,E1629 - Ostéopénie/ostéoporose,Health Effect,Effet sur la santé
400,429,F1005 - Overdose,F1005 - Surdose,Health Effect,Effet sur la santé
401,430,F100501 - Radiation Overdose,F100501 - Surdose de rayonnement,Health Effect,Effet sur la santé
402,431,E2113 - Oversedation,E2113 - Sursédation,Health Effect,Effet sur la santé
403,432,E2103 - Device Overstimulation of Tissue,E2103 - Dispositif surstimulant les tissus,Health Effect,Effet sur la santé
404,433,E0831 - Overwear Syndrome,E0831 - Syndrome d'excès de port,Health Effect,Effet sur la santé
405,434,E2202 - High Oxygen Saturation,E2202 - Saturation élevée en oxygène,Health Effect,Effet sur la santé
406,435,E2203 - Low Oxygen Saturation,E2203 - Faible saturation en oxygène,Health Effect,Effet sur la santé
407,436,E2330 - Pain,E2330 - Douleur,Health Effect,Effet sur la santé
408,437,E1601 - Arthralgia,E1601 - Arthralgie,Health Effect,Effet sur la santé
409,438,E233001 - Chest Pain,E233001 - Douleur thoracique,Health Effect,Effet sur la santé
410,439,E1025 - Heartburn/Indigestion,E1025 - Brûlures d'estomac / Indigestion,Health Effect,Effet sur la santé
411,440,E2112 - Intraoperative Pain,E2112 - Douleur peropératoire,Health Effect,Effet sur la santé
412,441,E1622 - Myalgia,E1622 - Myalgie,Health Effect,Effet sur la santé
413,442,E1002 - Abdominal Pain,E1002 - Douleur abdominale,Health Effect,Effet sur la santé
414,443,E1623 - Neck Pain,E1623 - Douleur cervicale,Health Effect,Effet sur la santé
415,444,E2110 - Inadequate Pain Relief,E2110 - Soulagement insuffisant de la douleur,Health Effect,Effet sur la santé
416,445,E2331 - Pallor,E2331 - Pâleur,Health Effect,Effet sur la santé
417,446,Palpitations (Retired - use 1133),Palpitations (Retiré-utilise 1133),Health Effect,Effet sur la santé
418,447,E0810 - Corneal Pannus,E0810 - Pannus cornéen,Health Effect,Effet sur la santé
419,448,E012202 - Paralysis,E012202 - Paralysie,Health Effect,Effet sur la santé
420,449,E012204 - Paresis,E012204 - Parésie,Health Effect,Effet sur la santé
421,450,E012203 - Paraplegia,E012203 - Paraplégie,Health Effect,Effet sur la santé
422,453,E1711 - Peeling,E1711 - Desquamation,Health Effect,Effet sur la santé
423,454,E1411 - Pelvic Inflammatory Disease,E1411 - Maladie inflammatoire pelvienne,Health Effect,Effet sur la santé
424,455,E0619 - Pericardial Effusion,E0619 - Épanchement péricardique,Health Effect,Effet sur la santé
425,456,Peripheral Vascular Disease (Retired - use 636),Maladie vasculaire périphérique (Retiré-utilise 636),Health Effect,Effet sur la santé
426,457,E1023 - Peritoneal Laceration(s),E1023 - Lacération du péritoine,Health Effect,Effet sur la santé
427,458,E1024 - Peritonitis,E1024 - Péritonite,Health Effect,Effet sur la santé
428,459,Peroneal Nerve Palsy (Retired - use 448),Paralysie du nerf péronier (Retiré-utilise 448),Health Effect,Effet sur la santé
429,460,E0730 - Pharyngitis,E0730 - Pharyngite,Health Effect,Effet sur la santé
430,461,E0512 - Phlebitis,E0512 - Phlébite,Health Effect,Effet sur la santé
431,462,E083802 - Phosphene Visualization,E083802 - Visualisation de phosphènes,Health Effect,Effet sur la santé
432,463,E1712 - Phototoxicity,E1712 - Phototoxicité,Health Effect,Effet sur la santé
433,465,E0731 - Pleural Effusion,E0731 - Épanchement pleural,Health Effect,Effet sur la santé
434,466,E0733 - Pneumonia,E0733 - Pneumonie,Health Effect,Effet sur la santé
435,468,E0734 - Pneumothorax,E0734 - Pneumothorax,Health Effect,Effet sur la santé
436,469,E1207 - Polydipsia,E1207 - Polydipsie,Health Effect,Effet sur la santé
437,470,E1630 - Polymyositis,E1630 - Polymyosite,Health Effect,Effet sur la santé
