IDX,PREF_NAME_CODE,PREF_DESC_E,PREF_DESC_F
218,79NAY,"SYSTEM, SURGICAL, COMPUTER CONTROLLED INSTRUMENT",SYSTEME POUR INSTRUMENTS CHIRURGICAUX COMMANDES PAR ORDINATEUR
219,79ONF,POWERED LIGHT BASED NON-LASER SURGICAL INSTRUMENT WITHTHERMAL EFFECT,"INSTRUMENT CHIRURGICAL ELECTRIQUE A SOURCE LUMINEUSE AUTRE QUE LASER, AVEC EFFET THERMIQUE"
220,79QYS,"GRAFT, BOVINE",GREFFON D'ORIGINE BOVINE
221,79RDP,"KNIFE, SCALPEL","COUTEAU, SCALPEL"
222,79RJX,PAPILLOTOME/SPHINCTEROTOME,PAPILLOTOME/SPHINCTEROTOME
223,79RNO,"PUNCH, OTHER","POINCON, AUTRE"
224,79RPL,"RETAINER, VISCERAL",DISPOSITIF DE RETENUE DES VISCERES
225,79RTP,"CUTTER, SKIN GRAFT, EXPANDED MESH",DERMATOME POUR GREFFE EN FILET
226,79RTZ,"SNARE, OTHER","ANSE, AUTRE"
227,79RWT,"STRIPPER, TENDON",TRINGLE DE TENDON
228,79ULA,"LASER, SURGICAL, NEODYMIUM, YAG",SYSTEME LASER CHIRURGICAL AU NEODYME (YAG)
229,79VKP,"ENDOSCOPE, ELECTRONIC (VIDEOENDOSCOPE)",ENDOSCOPE ELECTRONIQUE (VIDEOENDOSCOPE)
230,79WWN,"GLOVE, SURGICAL POWDER-FREE (SEE 79FPI)","GANTS DE CHIRURGIEN, SANS POUDRE (VOIR 79FPI)"
231,79WYQ,"TROCAR, LAPAROSCOPIC",TROCART LAPAROSCOPIQUE
232,80ABM,"ACCESSORIES, HANDLE, BATTERY, LARYNGOSCOPE",ACCESSOIRES POUR MANCHE DE LARYNGOSCOPE A PILE
233,80APH,"DEVICE, THERAPEUTIC, COPPER","DISPOSITIF THERAPEUTIQUE, AU CUIVRE"
234,80ATI,VDT RADIATION SHIELD,ECRAN DE PROTECTION CONTRE LES RADIATION DES TERMINAUX A ECRAN DE VISUALISATION
235,80AUP,POST-SURGICAL COMPRESSION GARMENTS/BANDAGES,VETEMENTS/BANDAGES DE COMPRESSION POST-OPERATOIRES
236,80BSC,"APPARATUS, INFUSION, MANUAL","INFUSEUR, MANUEL"
237,80CCS,"SYSTEM, DRAINAGE, THORACIC, WATER SEAL","SYSTEME DE DRAIN THORACIQUE, A JOINT HYDRAULIQUE"
238,80DZQ,"APPLICATOR, COTTON",APPLICATEUR EN COTON
239,80FMA,"DEPRESSOR, TONGUE",ABAISSE-LANGUE
240,80FMH,"CONTAINER, SPECIMEN",CONTENANT A ECHANTILLON
241,80FMI,"NEEDLE, HYPODERMIC, SINGLE LUMEN","AIGUILLE HYPODERMIQUE, A LUMIERE UNIQUE"
242,80FNL,"BED, AC-POWERED ADJUSTABLE HOSPITAL",LIT D'HOPITAL A REGLAGE ELECTRIQUE (COURANT ALTERNATIF)
243,80FPP,"STRETCHER, HAND-CARRIED",BRANCARD PORTABLE
244,80FRW,"SCALE, PATIENT",BALANCE POUR PATIENT
245,80JOL,"CATHETER AND TIP, SUCTION",CATHETER ET POINTE D'ASPIRATION
246,80KMK,"DEVICE, INTRAVASCULAR CATHETER, SECUREMENT",DISPOSITIF DE RETENUE POUR CATHETER INTRAVASCULAIRE
247,80KYZ,IRRIGATING SYRINGE,SERINGUE A IRRIGATION
248,80LBI,"PHOTOTHERAPY UNIT, NEONATAL",UNITE DE PHOTOTHERAPIE NEONATALE
249,80LJJ,"ELECTRODE, IN VIVO CALCIUM ION SELECTIVE","ELECTRODE SPECIFIQUE AUX IONS CALCIUM, POUR ANALYSE IN VIVO"
250,80LJS,"CATHETER, PERCUTANEOUS, INTRAVASCULAR, LONG TERM","CATHETER PERCUTANE INTRAVASCULAIRE, A LONG TERME"
251,80LJT,"PORT & CATHETER, IMPLANTED, SUBCUTANEOUS, INTRAVASCULAR","CATHETER A CHAMBRE IMPLANTABLE, INTRAVASCULAIRE, SOUS-CUTANE"
252,80LWE,BONE MARROW COLLECTION/TRANSFUSION KIT,TROUSSE DE PRELEVEMENT POUR TRANSFUSION DE MOELLE OSSEUSE
253,80LZC,"GLOVE, PATIENT EXAMINATION, SPECIALTY (SEE 80FMC)",GANT SPECIALISE POUR L'EXAMEN DES PATIENTS (VOIR 80FMC)
254,80MJF,"CHECK VALVE, RETROGRADE FLOW (IN-LINE)",CLAPET A DEBIT RETROGRADE (EN LIGNE)
255,80NGT,"SALINE, VASCULAR ACCESS FLUSH SYRINGE","SERINGUE DE RINCAGE A ACCES VASCULAIRE, SALINE"
256,80QBS,"ASPIRATOR, INFANT",ASPIRATEUR NASAL POUR BEBE
257,80QGI,"CANNULA, OTHER",AUTRE TYPE DE CANULE
258,80QML,"CONTROLLER, TEMPERATURE, HUMIDIFIER","CONTRÔLEUR, TEMPÉRATURE, HUMIDIFICATEUR"
259,80QNF,"COVER, SHOE, NONCONDUCTIVE",
260,80QQT,"DRESSING, AEROSOL",PANSEMENT EN AEROSOL
261,80RCD,"INJECTOR, SYRINGE",SERINGUE D'INJECTION
262,80REF,"LAMP, OTHER",AUTRE TYPE DE LAMPE
263,80RIE,"NEEDLE, HYPODERMIC (SEE 80FMI)",AIGUILLE HYPODERMIQUE (VOIR 80FMI)
264,80RZE,"TAPE, ADHESIVE",RUBAN ADHESIF
265,80SAK,"THERMOMETER, ELECTRONIC",THERMOMETRE ELECTRONIQUE
266,80SBS,"TRAINING MANIKIN, CPR (RESUSCITATION)",MANNEQUIN POUR FORMATION EN REANIMATION CARDIO-PULMONAIRE
267,80SBW,"TRANSDUCER, BLOOD PRESSURE",CAPTEUR DE PRESSION ARTERIELLE
268,80SDL,"TUBING, CONDUCTIVE",TUBE CONDUCTEUR
269,80TCZ,"LUBRICANT, INSTRUMENT",LUBRIFIANT POUR INSTRUMENTS
270,80TGG,"SOLUTION, PATIENT PREPARATION",
271,80VDN,"ANALYZER, COMPOSITION, WEIGHT, PATIENT",ANALYSEUR DE COMPOSITION CORPORELLE DES PATIENTS
272,80VFP,"KIT, WOUND DRAINAGE",TROUSSE DE DRAINAGE DES PLAIES
273,80VLI,"SWAB, ORAL CARE",ECOUVILLON POUR SOINS DE LA BOUCHE
274,80WIK,"NEEDLE, SYRINGE, PUNCTURE PROTECTIVE",AIGUILLE DE SERINGUE DE PROTECTION CONTRE LES PERFORATIONS
275,80WJG,"CABLE, ELECTRIC",CABLE ELECTRIQUE
276,80WLC,PILLOW,OREILLER
277,80WLN,"PRINTER, IMAGE, VIDEO",IMPRIMANTE D'IMAGES VIDEO
278,80WMK,"CALIBRATOR, BLOOD GAS",CALIBRATEUR DE GAZ SANGUIN
279,80WOL,"PATCH, TRANSDERMAL",TIMBRE TRANSDERMIQUE
280,80WPL,"BED CONTROL UNIT, POWERED, PATIENT",TELECOMMANDE ELECTRIQUE POUR LIT DE PATIENT
281,80WPW,"REAGENT, OTHER",AUTRE TYPE DE REACTIF
282,80WPY,"WASHER, RESPIRATORY/ANESTHESIA EQUIPMENT",LAVEUSE POUR EQUIPEMENT RESPIRATOIRE/D'ANESTHESIE
283,80WQH,CATHETER ASPIRATION/INFUSION - SHORT TERM,CATHETER D'ASPIRATION/DE PERFUSION A COURT TERME
284,80WQY,"CAMERA, ENDOSCOPE, VIDEO",CAMERA D'ENDOSCOPE
285,80WSG,"CASE, PROTECTION, EQUIPMENT",ETUI DE PROTECTION DU MATERIEL
286,80WUX,DEHUMIDIFIER,DESHUMIDIFICATEUR
287,81AEO,"T-LYMPHOTROPIC VIRUS (TYPE 1 & 11), HUMAN",VIRUS T-LYMPHOTROPE HUMAIN (TYPES 1 ET 11)
288,81AVC,"ANALYZER, RETICULOCYTE, AUTOMATED",ANALYSEUR AUTOMATISE DE RETICULOCYTES
289,81GGC,"CONTROL, PLASMA, ABNORMAL","CONTROLE, PLASMA, ANORMAL"
290,81GGT,ERYTHROPOIETIN ASSAY,SONDAGE DE L'ERYTHROPOIETINE
291,81GIT,"PARTIAL THROMBOPLASTIN TIME, REAGENT & CONTROL","TEMPS DE THROMBOPLASTINE PARTIELLE, REACTIF ET CONTROLE"
292,81GKE,OSMOTIC FRAGILITY TESTING,TEST DE FRAGILITE OSMOTIQUE
293,81GKG,"CENTRIFUGE, HEMATOCRIT",CENTRIFUGEUSE A HEMATOCRITE
294,81GKP,"INSTRUMENT, COAGULATION, AUTOMATED",INSTRUMENT AUTOMATISE DE COAGULATION
295,81GKQ,THROMBOPLASTIN GENERATION ASSAY,TEST DE MESURE DE LA FORMATION DE THROMBOPLASTINE
296,81GKT,"SEPARATOR, BLOOD CELL, AUTOMATED",SEPARATEUR AUTOMATISE DE GLOBULES SANGUINS
297,81GLO,VIEWER AND MAGNIFIER,VISIONNEUSE ET LOUPE
298,81JBQ,ANTITHROMBIN III QUANTITATION,QUANTITATION DE L'ANTITHROMBINE III
299,81JBR,HEPARIN NEUTRALIZATION TEST,TEST DE NEUTRALISATION DE L'HEPARINE
300,81JCJ,ALKALINE PHOSPHATASE,PHOSPHATASE ALCALINE
301,81JPD,"HEMOGLOBIN A2 QUANTITATION, THALASSEMIA","DOSAGE DE L'HEMOGLOBINE A2, THALASSEMIE"
302,81JPK,"CONROL MIXTURE, QUALITY HEMATOLOGY","MELANGE CONTROLE, QUALITE D'HEMATOLOGIE"
303,81KSM,"COOMBS TEST SYSTEM, AUTOMATED",SYSTEME AUTOMATISE DE TEST DE COOMBS
304,81LCP,"GLYCOSYLATED HEMOGLOBIN ASSAY, HGB A1C","DOSAGE DE L'HEMOGLOBINE GLYCOSYLEE, HGB A1C"
305,81LGO,"TEST, LEUKOCYTE TYPING",TEST DE TYPAGE DES LEUCOCYTES
306,81MLL,HEMAGLOBIN C (ABNORMAL HEMOGLOBIN VARIANT),HEMAGLOBINE C (VARIANTE ANORMALE DE L'HEMOGLOBINE)
307,81MTL,"MONITOR, TEST, HIV-1",MONITEUR DE TEST DE DEPISTAGE DU VIH-1
308,81MWO,"REAGENT, BLOOD BANK, QUALITY CONTROL",REACTIF POUR LE CONTROLE DE LA QUALITE DANS LES BANQUES DE SANG
309,81SFG,"WARMER, BLOOD, COIL",RECHAUFFEUR DE SANG A SERPENTINS
310,81TAL,"ANALYZER, BLOOD GROUPING",ANALYSEUR DE GROUPE SANGUIN
311,81UJU,BLOOD SCREENING SERUM,SERUM DE DETECTION SANGUINE
312,81ULQ,"BAG, BLOOD (WITH ADDITIVE)",SAC DE SANG (AVEC ADDITIF)
313,81VJC,APHERESIS EQUIPMENT,MATERIEL D'APHERESE
314,82DBE,"ANTIBODY, ANTISMOOTH MUSCLE, INDIRECT IMMUNOFLUORESCENTANTIGEN, CONTROL","ANTICORPS ANTI-MUSCLE LISSE, ANTIGENE IMMUNOFLUORESCENT INDIRECT, CONTROLE"
315,82DEF,"ALPHA-2-HS-GLYCOPROTEIN, ANTIGEN, ANTISERUM, CONTROL","ALPHA-2-HS-GLYCOPROTEINE, ANTIGENE, ANTISERUM, CONTROLE"
316,82DGR,"WHOLE HUMAN SERUM, ANTIGEN, ANTISERUM, CONTROL","SERUM HUMAIN ENTIER, ANTIGENE, ANTISERUM, CONTROLE"
317,82DHR,"RHEUMATOID FACTOR, TEST SYSTEM","FACTEUR RHUMATOIDE, SYSTEME DE TEST"
318,82JFR,"CERULOPLASMIN, INDIRECT COPPER ASSAY","CERULOPLASMINE, DOSAGE INDIRECT DU CUIVRE"
319,82JZJ,"PREALBUMIN, ANTIGEN, ANTISERUM, CONTROL","PREALBUMINE, ANTIGENE, ANTISERUM, CONTROLE"
320,82MOI,"SYSTEM, TEST, TUMOR MARKER, MONITORING, BREAST",SYSTEME DE DOSAGE DU MARQUEUR POUR LA SURVEILLANCE DES TUMEURS DU SEIN
321,82MSW,"SYSTEM, TEST, THYROGLOBULIN",SYSTEME DE DOSAGE DE LA THYROGLOBULINE
322,82MYR,"TEST, DONOR, SYPHILIS, ANTIGENS, TREPONEMAL",ANTIGENES TREPONEMIQUES POUR LE DEPISTAGE DE LA SYPHILIS CHEZ LES DONNEURS
323,82OAX,PLASMODIUM SPECIES ANTIBODY DETECTION,DETECTION DES ANTICORPS DE L'ESPECE PLASMODIUM
324,82VKL,"IGE, ALLERGY TEST","IGE, TEST D'ALLERGIE"
325,83AGJ,"CYTOMEGALOVIRUS, ENZYME IMMUNOASSAY",DOSAGE IMMUNOENZYMATIQUE DU CYTOMEGALOVIRUS
326,83AIA,"CULTURE MEDIA, CANDIDA","MILIEU DE CULTURE, CANDIDA"
327,83AKM,"STREPTOCOCCUS SPP, ANTIGEN, ANTISERUM CONTROL","STREPTOCOQUE SPP, ANTIGENE, ANTISERUM, CONTROLE"
328,83AKQ,"KIT, CHLAMYDIA DETECTION",TROUSSE DE DEPISTAGE DU CHLAMYDIA
329,83AOJ,"MYCOPLASMA, LATEX-AGGLUTINATION","MYCOPLASMA, AGGLUTINATION AU LATEX"
330,83GQD,"ANTIGEN, CF (INCLUDING CF CONTROL), EQUINE ENCEPHALITISVIRUS, EEE, WEE","ANTIGENE CF (Y COMPRIS LE CONTROLE CF) DU VIRUS DE L'ENCEPHALITE EQUINE, EEE, WEE"
331,83GQW,"ANTIGEN, CF (INCLUDING CF CONTROL), VARICELLA-ZOSTER",ANTIGENE CF (Y COMPRIS LE CONTROLE CF) DU VIRUS VARICELLE-ZONA
332,83GRH,"ANTIGEN, HA (INCLUDING HA CONTROL), RUBEOLA",ANTIGENE HA (Y COMPRIS LE CONTROLE HA) DE LA RUBEOLE
333,83GTS,STREPTOLYSIN O REAGENT/ANTISTREPTOLYSIN - TITER,REACTIF A LA STREPTOLYSINE O/ANTISTREPTOLYSINE - TITRE
334,83JSH,"CULTURE MEDIA, NON-SELECTIVE AND DIFFERENTIAL",MILIEU DE CULTURE NON SELECTIF ET DIFFERENTIEL
335,83JSK,"CULTURE MEDIA, SUPPLEMENTS","MILIEU DE CULTURE, SUPPLEMENTS"
336,83JSL,"CULTURE MEDIA, ANAERABIC TRANSPORT","MILIEU DE CULTURE, TRANSPORT DE BACTERIES ANAEROBIES"
337,83JSP,"IDENTIFICATION KIT, ANAEROBIC",TROUSSE D'IDENTIFICATION ANAEROBIE
338,83LFX,"ENZYME LINKED IMMUNOABSORBENT ASSAY, RUBELLA",DOSAGE IMMUNOENZYMATIQUE DU VIRUS DE LA RUBEOLE
339,83LHL,"ANTIBODY REAGENTS, LEGIONELLA DIRECT & INDIRECT FLUORESCENT","REACTIFS DES ANTICORPS, DETECTION DE LA LEGIONELLE PAR FLUORESCENCE DIRECTE ET INDIRECTE"
340,83LIR,"ASSAY, ENZYME LINKED IMMUNOABSORBENT, ANTIGEN, NEISSERIAGONORRHOEAE","DOSAGE IMMUNOENZYMATIQUE, ANTIGENE, NEISSERIA GONORRHOEAE"
341,83LJP,"ANTISERUM, FLUORESCENT, CHLAMYDIA TRACHOMATIS","ANTISERUM FLUORESCENT, CHLAMYDIA TRACHOMATIS"
342,83MCD,"ANTIGEN, EBV, CPASID","ANTIGENE, EBV, CPASID"
343,83MHI,GIARDIA SPP.,GIARDIA SPP.
344,83MKT,"DNA DEVICE, HEPATITIS B, VIRAL",SONDE A ADN POUR LA DETECTION DU VIRUS DE L'HEPATITE B
345,83MZP,"ASSAY, HYBRIDIZATION AND/OR NECLEIC ACID AMPLIFICATION FORDETECTION OF HEPATITIS, HEPATITIS C VIRUS","TEST, HYBRIDATION ET/OU AMPLIFICATION DE L'ACIDE NUCLEIQUE POUR LA DETECTION DU VIRUS DE L'HEPATITE C"
346,83RBW,"INCUBATOR, AEROBIC",INCUBATEUR AEROBIE
347,83RGV,"MICROSCOPE, LABORATORY, OPTICAL",MICROSCOPE OPTIQUE DE LABORATOIRE
348,83TFW,"ANTIBODY, MONOCLONAL",ANTICORPS MONOCLONAUX
349,83TGR,"KIT, MENINGITIS DETECTION",TROUSSE DE DETECTION DE LA MENINGITE
350,83UGH,GENETIC TESTING,TESTS GENETIQUES
351,83VIG,"TEST, INFLUENZA",TEST DE DETECTION DE LA GRIPPE
352,84GWL,"AMPLIFIER, PHYSIOLOGICAL SIGNAL",AMPLIFICATEUR DE SIGNAL PHYSIOLOGIQUE
353,84GXQ,DURA SUBSTITUTE,SUBSTITUT DE DURE-MERE
354,84GYC,"ELECTRODE, CORTICAL",ELECTRODE CORTICALE
355,84GYE,"SYSTEM, TELEMETRY, PHYSIOLOGICAL SIGNAL",SYSTEME DE TELEMETRIE PHYSIOLOGIQUE
356,84GZT,"RETRACTOR, SELF-RETAINING, FOR NEUROSURGERY",ECARTEUR AUTOSTATIQUE POUR NEUROCHIRURGIE
357,84LBK,"DEVICE, NEUROSURGICAL, FRAGMENTATION AND ASPIRATION",DISPOSITIF NEUROCHIRURGICAL DE FRAGMENTATION ET D'ASPIRATION
358,84LHH,BALLOON FOR CEREBROVASCULAR OCCLUSION,BALLONNET POUR OCCLUSION CEREBROVASCULAIRE
359,84MOF,"GUIDE, WIRE, CATHETER, NEUROVASCULATURE",FIL DE GUIDAGE POUR CATHETER NEUROVASCULAIRE
360,84MQD,"ELECTRODE, CONE, IMPLANTABLE",ELECTRODE CONIQUE IMPLANTABLE
361,84NCU,"STIMULATOR, SPINAL-CORD, IMPLANTED (FOR SPINAL CORDREGENERATION)",STIMULATEUR DE MOELLE EPINIERE IMPLANTE (POUR LA REGENERATION DE LA MOELLE EPINIERE)
362,84QRG,"DRILL, CRANIAL",TREPAN CRANIEN
363,84QTB,"ELECTRODE, NEUROLOGICAL",ELECTRODE NEUROLOGIQUE
364,84RYN,"SYRINGE, ANGIOGRAPHIC",SERINGUE ANGIOGRAPHIQUE
365,84VKG,"COMPUTER, BRAIN MAPPING",ORDINATEUR DE CARTOGRAPHIE DU CERVEAU
366,84WYU,"MONITOR, OXYGEN, BRAIN",MONITEUR D'OXYGENE AU CERVEAU
367,85ALI,"PROSTHESIS IMPLANTATION INSTRUMENT, FALLOPIAN TUBE","INSTRUMENT D'IMPLANTATION DE PROTHÈSE, TUBE FALLOPIEN"
368,85HDC,"TENACULUM, UTERINE",TENACULUM UTERIN
369,85HEO,"ANALYZER, DATA, OBSTETRIC",ANALYSEUR DE DONNEES OBSTETRIQUES
370,85HET,LAPAROSCOPE,LAPAROSCOPE
371,85HFW,"CLAMP, UMBILICAL",PINCE OMBILICALE
372,85HGI,"ELECTROCAUTERY, GYNECOLOGIC (AND ACCESSORIES)",ELECTROCAUTERE GYNECOLOGIQUE (ET ACCESSOIRES)
373,85HHA,"HEATER, PERINEAL, RADIANT, NON CONTACT",DISPOSITIF DE CHAUFFAGE PERINEAL RADIANT SANS CONTACT
374,85HHO,"SCREW, FIBROID, GYNECOLOGICAL","VIS, FIBROIDE, GYNECOLOGIQUE"
375,85HHW,"PESSARY, VAGINAL",PESSAIRE VAGINAL
376,85HII,POWERED VAGINAL MUSCLE STIMULATOR FOR THERAPEUTIC USE,STIMULATEUR ELECTRIQUE DE MUSCLES VAGINAUX POUR USAGE THERAPEUTIQUE
377,85KXP,"STENT, VAGINAL",STENT VAGINAL
378,85LHD,FERTILITY DIAGNOSTIC DEVICE,DISPOSITIF DE DIAGNOSTIC DE FERTILITE
379,85LLQ,CONTRACEPTIVE CERVICAL CAP,CAPE CERVICALE CONTRACEPTIVE
380,85LLR,CONTRACEPTIVE SPONGE,EPONGE CONTRACEPTIVE
381,85LNW,"PAPER, PH, OBSTETRIC",PAPIER PH OBSTETRIQUE
382,85MCQ,IMPLANT (FOR FEMALE INCONTINENCE),IMPLANT (POUR INCONTINENCE FEMININE)
383,85MOV,"CATHETER, SALPINGOGRAPHY",CATHETER DE SALPINGOGRAPHIE
384,85NBZ,"CLAMP AND CUTTER, UMBILICAL",PINCE ET FRAISE OMBILICALES
385,85QOT,"KIT, DELIVERY",TROUSSE D'ACCOUCHEMENT
386,85RFT,MAMMOGRAPHIC UNIT (RADIOGRAPHIC),APPAREIL A MAMMOGRAPHIE (RADIOGRAPHIQUE)
387,85VIK,"EQUIPMENT, IN-VITRO FERTILIZATION/EMBRYO TRANSFER",MATERIEL DE FERTILISATION IN VITRO / TRANSFERT D'EMBRYON
388,86ARM,"NEEDLE, OPHTHALMIC",AIGUILLE OPHTALMIQUE
389,86AVG,"FLUID, LUBRICATING, TOPICAL",LIQUIDE DE LUBRICATION TOPIQUE
390,86AYY,"ACCESSORIES, PHACOFRAGMENTATION/EMULSIFICATION UNIT",ACCESSOIRES POUR UNITE DE PHACOFRAGMENTATION/EMULSIFICATION
391,86HJX,"READER, PRISM, OPHTHALMIC",LECTEUR DE PRISME OPHTALMIQUE
392,86HKN,"REFRACTOR, MANUAL, NON-POWERED, INCLUDING PHOROPTER",
393,86HNF,"SCISSORS, OPHTHALMIC",CISEAUX OPHTALMIQUES
394,86HNO,"KERATOME, AC-POWERED",KERATOME SUR SECTEUR
395,86HNR,"FORCEPS, OPHTHALMIC",FORCEPS OPHTALMIQUE
396,86HOX,"CHART, VISUAL ACUITY",TABLEAU DE MESURE DE L'ACUITE VISUELLE
397,86HPD,"LENS, BAGOLINI",LENTILLE DE BAGOLINI
398,86KYC,FLUORESCEIN STRIP,BANDE FLUORESCENTE
399,86LQE,"IMPLANT, CORNEAL",IMPLANT CORNEEN
400,86LXS,"LASER, NEODYMIUM:YAG, OPHTHALMIC FOR POSTERIOR CAPSULOTOMYAND CUTTING PUPILLA",LASER AU NEODYME-YAG OPHTALMIQUE POUR CAPSULOTOMIE POSTERIEURE ET POUR COUPER LA PUPILLE
401,86REC,"LAMP, SLIT",LAMP A FENTE
402,86REU,"SPOON, LENS",CUILLERE DE LENTILLE
403,86UEK,KERATOMETER,KERATOMETRE
404,87ALZ,EXTERNAL FIXATION DEVICE,DISPOSITIF DE FIXATION EXTERNE
405,87AMF,COMPRESSION PLATE AND INSTRUMENT SET,PLAQUE DE COMPRESSION ET TROUSSE D'INSTRUMENTS
406,87HSM,"PROSTHESIS, CARPAL",PROTHESE CARPIENNE
407,87HSP,"SPLINT, TRACTION",ATTELLE DE TRACTION
408,87HTJ,"GAUGE, DEPTH",JAUGE DE PROFONDEUR
409,87HTO,REAMER,ALESOIR
410,87HWJ,AWL,POINCON
411,87HXQ,"CRIMPER, PIN",SERTISSEUR DE CHEVILLES ORTHOPEDIQUE
412,87IKG,"DYNAMOMETER, PHYSICAL MEDICINE","DYNAMOMETRE, MEDECINE PHYSIQUE"
413,87JDD,"PROSTHESIS, UPPER FEMORAL",PROTHESE FEMORALE SUPERIEURE
414,87JDG,"PROSTHESIS, HIP, FEMORAL COMPONENT, CEMENTED, METAL","COMPOSANT FEMORAL DE PROTHESE DE HANCHE, CIMENTE, EN METAL"
415,87JDM,"PROSTHESIS, HIP, ACETABULAR COMPONENT, METAL, NON-CEMENTED","COMPOSANT ACETABULAIRE DE PROTHESE DE HANCHE, NON CIMENTE, EN METAL"
416,87JDR,"STAPLE, FIXATION, BONE",AGRAFE POUR FIXATION OSSEUSE
417,87KWB,"PROSTHESIS, HIP, HEMI-, ACETABULAR, CEMENTED, METAL","HEMIPROTHESE ACETABULAIRE DE HANCHE, CIMENTEE, EN METAL"
418,87KWC,"PROSTHESIS, FINGER, HEMI",HEMIPROTHESE DE DOIGT
419,87KYI,"PROSTHESIS, WRIST, CARPAL TRAPEZIUM","PROTHESE DE POIGNET, CARPIENNE, OS TRAPEZE"
420,87LOD,"CEMENT, BONE PMMA","CIMENT, PMMA POUR LES OS"
421,87LWJ,"PROSTHESIS, HIP, SEMI-CONSTRAINED, METAL/POLYMER, UNCEMENTED","PROTHESE SEMI-CONTRAINTE DE HANCHE, NON CIMENTEE, EN METAL/POLYMERE"
422,87LYS,BONE MILL,BROYEUR D'OS
423,87LYT,FIXATION ACCESSORY,ACCESSOIRE DE FIXATION
424,87MBK,"PROSTHESIS, ANKLE, SEMI-CONSTRAINED, UNCEMENTED, OSTEOPHILICFINISH","PROTHESE SEMI-CONTRAINTE DE CHEVILLE, NON CIMENTEE, FINITION OSTEOPHYTIQUE"
425,87MNU,"STAPLE, ABSORBABLE",AGRAFE ABSORBABLE
426,87NBH,"ACCESSORIES, ARTHROSCOPIC",ACCESSOIRES ARTHROSCOPIQUES
427,87NOV,"ANCHOR SOFT TISSUE TO BONE METALLIC,","DISPOSITIF D'ANCRAGE DU TISSU MOU A L'OS, EN METAL"
428,87QEX,"BURR, PODIATRIC",FRAISE PODIATRIQUE
429,87QIW,"CEMENT, ORTHOPEDIC (BONE)",CIMENT ORTHOPEDIQUE (OS)
430,87RBL,"IMMOBILIZER, SHOULDER",DISPOSITIF D'IMMOBILISATION DE L'EPAULE
431,87RBM,"IMMOBILIZER, WRIST",
432,87RMX,"PROSTHESIS, LEG",PROTHESE DE JAMBE
433,87RXH,"SUPPORT, FOOT",SUPPORT DE PIED
434,87SGD,"DRIVER, WIRE",CONDUCTEUR DE FIL
435,87THB,INVERSION UNIT,
436,87UBN,"PROSTHESIS, ELBOW, HUMERAL COMPONENT","PROTHESE DE COUDE, COMPOSANT HUMERAL"
437,87WUW,"IMMOBILIZER, UPPER BODY",DISPOSITIF D'IMMOBILISATION DU TRONC SUPERIEUR
438,88GKD,"STAINER, SLIDE, AUTOMATED",COLORATEUR AUTOMATISE DE LAMES
439,88IDP,"MICROTOME, CRYOSTAT",MICROTOME CRYOSTAT
440,88JCZ,"ANALYZER, KARYOTYPE",ANALYSEUR DE CARYOTYPE
441,88KFL,"MICROTOME, SLIDING","MICROTOME, A GLISSIERE"
442,88MVC,"IMMUNOHISTOCHEMICAL ASSAY, HER-2/NEU","ESSAI IMMUNOHISTOCHIMIQUE, HER-2/NEU"
443,88UIG,"STAIN, BIOLOGICAL, GENERAL",COLORATEUR BIOLOGIQUE GENERAL
444,89APF,"THERMAL WEAR, THERAPEUTIC","VETEMENTS DE PROTECTION THERMIQUE, THERAPEUTIQUES"
445,89ATO,SPINAL ASSESSMENT DEVICE - MOTION ANALYSIS & EMG,DISPOSITIF D'EVALUATION DU RACHIS - ANALYSE DES MOUVEMENTS ET EMG
446,89IMA,"PACK, HEAT, MOIST",COMPRESSE HUMIDE CHAUDE
447,89INF,"SCALE, PLATFORM, WHEELCHAIR",PLATEFORME DE PESAGE POUR FAUTEUIL ROULANT
448,89INO,"CHAIR, POSITIONING, ELECTRIC",FAUTEUIL DE POSITIONNEMENT ELECTRIQUE
449,89INQ,"TABLE, POWERED",TABLE ELECTRIQUE
450,89IOE,"BARS, PARALLEL, EXERCISE",BARRES PARALLELES D'EXERCICE
451,89IOR,"WHEELCHAIR, MECHANICAL",FAUTEUIL ROULANT MECANIQUE
452,89IRT,"PAD, HEATING, ELECTRIC",COUSSIN CHAUFFANT ELECTRIQUE
453,89ISA,"MASSAGER, THERAPEUTIC, ELECTRIC",APPAREIL DE MASSAGE THERAPEUTIQUE ELECTRIQUE
454,89ISP,"VALVE, PROSTHESIS",VALVE A PROTHESE
455,89ITQ,"JOINT, KNEE, EXTERNAL BRACE","ARTICULATION, GENOU, ORTHESE EXTERNE"
456,89KIC,"CUSHION, FLOTATION",COUSSIN DE FLOTTAISON
457,89LBE,"STROLLER, ADAPTIVE",POUSSETTE ADAPTATIVE
458,89MBO,"BONE GRAFT, SUBSTITUTE",SUBSTITUT OSSEUX POUR GREFFE
459,89RXM,"SUPPORT, WRIST",SUPPORT DE POIGNET
460,90EHC,"FILM, X-RAY, DENTAL, EXTRAORAL",FILM A RADIOGRAPHIE DENTAIRE EXTRA-ORALE
461,90IYB,"TUBE MOUNT, X-RAY, DIAGNOSTIC",MONTURE DE TUBE DE DIAGNOSTIC A RAYONS X
462,90IYX,"CAMERA, SCINTILLATION (GAMMA)",CAMERA A SCINTILLATION (GAMMA)
