PREF_NAME_CODE,PREF_DESC_E,PREF_DESC_F
80FMI,NEEDLE HYPODERMIC SINGLE LUMEN,AIGUILLE HYPODERMIQUE A LUMIERE UNIQUE
80FNL,BED AC-POWERED ADJUSTABLE HOSPITAL,LIT D'HOPITAL A REGLAGE ELECTRIQUE (COURANT ALTERNATIF)
80FPP,STRETCHER HAND-CARRIED,BRANCARD PORTABLE
80FRW,SCALE PATIENT,BALANCE POUR PATIENT
80JOL,CATHETER AND TIP SUCTION,CATHETER ET POINTE D'ASPIRATION
80KMK,DEVICE INTRAVASCULAR CATHETER SECUREMENT,DISPOSITIF DE RETENUE POUR CATHETER INTRAVASCULAIRE
80KYZ,IRRIGATING SYRINGE,SERINGUE A IRRIGATION
80LBI,PHOTOTHERAPY UNIT NEONATAL,UNITE DE PHOTOTHERAPIE NEONATALE
80LJJ,ELECTRODE IN VIVO CALCIUM ION SELECTIVE,ELECTRODE SPECIFIQUE AUX IONS CALCIUM POUR ANALYSE IN VIVO
80LJS,CATHETER PERCUTANEOUS INTRAVASCULAR LONG TERM,CATHETER PERCUTANE INTRAVASCULAIRE A LONG TERME
80LJT,PORT & CATHETER IMPLANTED SUBCUTANEOUS INTRAVASCULAR,CATHETER A CHAMBRE IMPLANTABLE INTRAVASCULAIRE SOUS-CUTANE
80LWE,BONE MARROW COLLECTION/TRANSFUSION KIT,TROUSSE DE PRELEVEMENT POUR TRANSFUSION DE MOELLE OSSEUSE
80LZC,GLOVE PATIENT EXAMINATION SPECIALTY (SEE 80FMC),GANT SPECIALISE POUR L'EXAMEN DES PATIENTS (VOIR 80FMC)
80MJF,CHECK VALVE RETROGRADE FLOW (IN-LINE),CLAPET A DEBIT RETROGRADE (EN LIGNE)
80NGT,SALINE VASCULAR ACCESS FLUSH SYRINGE,SERINGUE DE RINCAGE A ACCES VASCULAIRE SALINE
80QBS,ASPIRATOR INFANT,ASPIRATEUR NASAL POUR BEBE
80QGI,CANNULA OTHER,AUTRE TYPE DE CANULE
80QML,CONTROLLER TEMPERATURE HUMIDIFIER,CONTRÔLEUR TEMPÉRATURE HUMIDIFICATEUR
80QNF,COVER SHOE NONCONDUCTIVE,
80QQT,DRESSING AEROSOL,PANSEMENT EN AEROSOL
80RCD,INJECTOR SYRINGE,SERINGUE D'INJECTION
80REF,LAMP OTHER,AUTRE TYPE DE LAMPE
80RIE,NEEDLE HYPODERMIC (SEE 80FMI),AIGUILLE HYPODERMIQUE (VOIR 80FMI)
80RZE,TAPE ADHESIVE,RUBAN ADHESIF
80SAK,THERMOMETER ELECTRONIC,THERMOMETRE ELECTRONIQUE
80SBS,TRAINING MANIKIN CPR (RESUSCITATION),MANNEQUIN POUR FORMATION EN REANIMATION CARDIO-PULMONAIRE
80SBW,TRANSDUCER BLOOD PRESSURE,CAPTEUR DE PRESSION ARTERIELLE
80SDL,TUBING CONDUCTIVE,TUBE CONDUCTEUR
80TCZ,LUBRICANT INSTRUMENT,LUBRIFIANT POUR INSTRUMENTS
80TGG,SOLUTION PATIENT PREPARATION,
80VDN,ANALYZER COMPOSITION WEIGHT PATIENT,ANALYSEUR DE COMPOSITION CORPORELLE DES PATIENTS
80VFP,KIT WOUND DRAINAGE,TROUSSE DE DRAINAGE DES PLAIES
80VLI,SWAB ORAL CARE,ECOUVILLON POUR SOINS DE LA BOUCHE
80WIK,NEEDLE SYRINGE PUNCTURE PROTECTIVE,AIGUILLE DE SERINGUE DE PROTECTION CONTRE LES PERFORATIONS
80WJG,CABLE ELECTRIC,CABLE ELECTRIQUE
80WLC,PILLOW,OREILLER
80WLN,PRINTER IMAGE VIDEO,IMPRIMANTE D'IMAGES VIDEO
80WMK,CALIBRATOR BLOOD GAS,CALIBRATEUR DE GAZ SANGUIN
80WOL,PATCH TRANSDERMAL,TIMBRE TRANSDERMIQUE
80WPL,BED CONTROL UNIT POWERED PATIENT,TELECOMMANDE ELECTRIQUE POUR LIT DE PATIENT
80WPW,REAGENT OTHER,AUTRE TYPE DE REACTIF
80WPY,WASHER RESPIRATORY/ANESTHESIA EQUIPMENT,LAVEUSE POUR EQUIPEMENT RESPIRATOIRE/D'ANESTHESIE
80WQH,CATHETER ASPIRATION/INFUSION - SHORT TERM,CATHETER D'ASPIRATION/DE PERFUSION A COURT TERME
80WQY,CAMERA ENDOSCOPE VIDEO,CAMERA D'ENDOSCOPE
80WSG,CASE PROTECTION EQUIPMENT,ETUI DE PROTECTION DU MATERIEL
80WUX,DEHUMIDIFIER,DESHUMIDIFICATEUR
81AEO,T-LYMPHOTROPIC VIRUS (TYPE 1 & 11) HUMAN,VIRUS T-LYMPHOTROPE HUMAIN (TYPES 1 ET 11)
81AVC,ANALYZER RETICULOCYTE AUTOMATED,ANALYSEUR AUTOMATISE DE RETICULOCYTES
81GGC,CONTROL PLASMA ABNORMAL,CONTROLE PLASMA ANORMAL
81GGT,ERYTHROPOIETIN ASSAY,SONDAGE DE L'ERYTHROPOIETINE
81GIT,PARTIAL THROMBOPLASTIN TIME REAGENT & CONTROL,TEMPS DE THROMBOPLASTINE PARTIELLE REACTIF ET CONTROLE
81GKE,OSMOTIC FRAGILITY TESTING,TEST DE FRAGILITE OSMOTIQUE
81GKG,CENTRIFUGE HEMATOCRIT,CENTRIFUGEUSE A HEMATOCRITE
81GKP,INSTRUMENT COAGULATION AUTOMATED,INSTRUMENT AUTOMATISE DE COAGULATION
81GKQ,THROMBOPLASTIN GENERATION ASSAY,TEST DE MESURE DE LA FORMATION DE THROMBOPLASTINE
81GKT,SEPARATOR BLOOD CELL AUTOMATED,SEPARATEUR AUTOMATISE DE GLOBULES SANGUINS
81GLO,VIEWER AND MAGNIFIER,VISIONNEUSE ET LOUPE
81JBQ,ANTITHROMBIN III QUANTITATION,QUANTITATION DE L'ANTITHROMBINE III
81JBR,HEPARIN NEUTRALIZATION TEST,TEST DE NEUTRALISATION DE L'HEPARINE
81JCJ,ALKALINE PHOSPHATASE,PHOSPHATASE ALCALINE
81JPD,HEMOGLOBIN A2 QUANTITATION THALASSEMIA,DOSAGE DE L'HEMOGLOBINE A2 THALASSEMIE
81JPK,CONROL MIXTURE QUALITY HEMATOLOGY,MELANGE CONTROLE QUALITE D'HEMATOLOGIE
81KSM,COOMBS TEST SYSTEM AUTOMATED,SYSTEME AUTOMATISE DE TEST DE COOMBS
81LCP,GLYCOSYLATED HEMOGLOBIN ASSAY HGB A1C,DOSAGE DE L'HEMOGLOBINE GLYCOSYLEE HGB A1C
81LGO,TEST LEUKOCYTE TYPING,TEST DE TYPAGE DES LEUCOCYTES
81MLL,HEMAGLOBIN C (ABNORMAL HEMOGLOBIN VARIANT),HEMAGLOBINE C (VARIANTE ANORMALE DE L'HEMOGLOBINE)
81MTL,MONITOR TEST HIV-1,MONITEUR DE TEST DE DEPISTAGE DU VIH-1
81MWO,REAGENT BLOOD BANK QUALITY CONTROL,REACTIF POUR LE CONTROLE DE LA QUALITE DANS LES BANQUES DE SANG
81SFG,WARMER BLOOD COIL,RECHAUFFEUR DE SANG A SERPENTINS
81TAL,ANALYZER BLOOD GROUPING,ANALYSEUR DE GROUPE SANGUIN
81UJU,BLOOD SCREENING SERUM,SERUM DE DETECTION SANGUINE
81ULQ,BAG BLOOD (WITH ADDITIVE),SAC DE SANG (AVEC ADDITIF)
81VJC,APHERESIS EQUIPMENT,MATERIEL D'APHERESE
82DBE,ANTIBODY ANTISMOOTH MUSCLE INDIRECT IMMUNOFLUORESCENTANTIGEN CONTROL,ANTICORPS ANTI-MUSCLE LISSE ANTIGENE IMMUNOFLUORESCENT INDIRECT CONTROLE
82DEF,ALPHA-2-HS-GLYCOPROTEIN ANTIGEN ANTISERUM CONTROL,ALPHA-2-HS-GLYCOPROTEINE ANTIGENE ANTISERUM CONTROLE
82DGR,WHOLE HUMAN SERUM ANTIGEN ANTISERUM CONTROL,SERUM HUMAIN ENTIER ANTIGENE ANTISERUM CONTROLE
82DHR,RHEUMATOID FACTOR TEST SYSTEM,FACTEUR RHUMATOIDE SYSTEME DE TEST
82JFR,CERULOPLASMIN INDIRECT COPPER ASSAY,CERULOPLASMINE DOSAGE INDIRECT DU CUIVRE
82JZJ,PREALBUMIN ANTIGEN ANTISERUM CONTROL,PREALBUMINE ANTIGENE ANTISERUM CONTROLE
82MOI,SYSTEM TEST TUMOR MARKER MONITORING BREAST,SYSTEME DE DOSAGE DU MARQUEUR POUR LA SURVEILLANCE DES TUMEURS DU SEIN
82MSW,SYSTEM TEST THYROGLOBULIN,SYSTEME DE DOSAGE DE LA THYROGLOBULINE
82MYR,TEST DONOR SYPHILIS ANTIGENS TREPONEMAL,ANTIGENES TREPONEMIQUES POUR LE DEPISTAGE DE LA SYPHILIS CHEZ LES DONNEURS
82OAX,PLASMODIUM SPECIES ANTIBODY DETECTION,DETECTION DES ANTICORPS DE L'ESPECE PLASMODIUM
82VKL,IGE ALLERGY TEST,IGE TEST D'ALLERGIE
83AGJ,CYTOMEGALOVIRUS ENZYME IMMUNOASSAY,DOSAGE IMMUNOENZYMATIQUE DU CYTOMEGALOVIRUS
83AIA,CULTURE MEDIA CANDIDA,MILIEU DE CULTURE CANDIDA
83AKM,STREPTOCOCCUS SPP ANTIGEN ANTISERUM CONTROL,STREPTOCOQUE SPP ANTIGENE ANTISERUM CONTROLE
83AKQ,KIT CHLAMYDIA DETECTION,TROUSSE DE DEPISTAGE DU CHLAMYDIA
83AOJ,MYCOPLASMA LATEX-AGGLUTINATION,MYCOPLASMA AGGLUTINATION AU LATEX
83GQD,ANTIGEN CF (INCLUDING CF CONTROL) EQUINE ENCEPHALITISVIRUS EEE WEE,ANTIGENE CF (Y COMPRIS LE CONTROLE CF) DU VIRUS DE L'ENCEPHALITE EQUINE EEE WEE
83GQW,ANTIGEN CF (INCLUDING CF CONTROL) VARICELLA-ZOSTER,ANTIGENE CF (Y COMPRIS LE CONTROLE CF) DU VIRUS VARICELLE-ZONA
83GRH,ANTIGEN HA (INCLUDING HA CONTROL) RUBEOLA,ANTIGENE HA (Y COMPRIS LE CONTROLE HA) DE LA RUBEOLE
83GTS,STREPTOLYSIN O REAGENT/ANTISTREPTOLYSIN - TITER,REACTIF A LA STREPTOLYSINE O/ANTISTREPTOLYSINE - TITRE
83JSH,CULTURE MEDIA NON-SELECTIVE AND DIFFERENTIAL,MILIEU DE CULTURE NON SELECTIF ET DIFFERENTIEL
83JSK,CULTURE MEDIA SUPPLEMENTS,MILIEU DE CULTURE SUPPLEMENTS
83JSL,CULTURE MEDIA ANAERABIC TRANSPORT,MILIEU DE CULTURE TRANSPORT DE BACTERIES ANAEROBIES
83JSP,IDENTIFICATION KIT ANAEROBIC,TROUSSE D'IDENTIFICATION ANAEROBIE
83LFX,ENZYME LINKED IMMUNOABSORBENT ASSAY RUBELLA,DOSAGE IMMUNOENZYMATIQUE DU VIRUS DE LA RUBEOLE
83LHL,ANTIBODY REAGENTS LEGIONELLA DIRECT & INDIRECT FLUORESCENT,REACTIFS DES ANTICORPS DETECTION DE LA LEGIONELLE PAR FLUORESCENCE DIRECTE ET INDIRECTE
83LIR,ASSAY ENZYME LINKED IMMUNOABSORBENT ANTIGEN NEISSERIAGONORRHOEAE,DOSAGE IMMUNOENZYMATIQUE ANTIGENE NEISSERIA GONORRHOEAE
83LJP,ANTISERUM FLUORESCENT CHLAMYDIA TRACHOMATIS,ANTISERUM FLUORESCENT CHLAMYDIA TRACHOMATIS
83MCD,ANTIGEN EBV CPASID,ANTIGENE EBV CPASID
83MHI,GIARDIA SPP.,GIARDIA SPP.
83MKT,DNA DEVICE HEPATITIS B VIRAL,SONDE A ADN POUR LA DETECTION DU VIRUS DE L'HEPATITE B
83MZP,ASSAY HYBRIDIZATION AND/OR NECLEIC ACID AMPLIFICATION FORDETECTION OF HEPATITIS HEPATITIS C VIRUS,TEST HYBRIDATION ET/OU AMPLIFICATION DE L'ACIDE NUCLEIQUE POUR LA DETECTION DU VIRUS DE L'HEPATITE C
83RBW,INCUBATOR AEROBIC,INCUBATEUR AEROBIE
83RGV,MICROSCOPE LABORATORY OPTICAL,MICROSCOPE OPTIQUE DE LABORATOIRE
83TFW,ANTIBODY MONOCLONAL,ANTICORPS MONOCLONAUX
83TGR,KIT MENINGITIS DETECTION,TROUSSE DE DETECTION DE LA MENINGITE
83UGH,GENETIC TESTING,TESTS GENETIQUES
83VIG,TEST INFLUENZA,TEST DE DETECTION DE LA GRIPPE
84GWL,AMPLIFIER PHYSIOLOGICAL SIGNAL,AMPLIFICATEUR DE SIGNAL PHYSIOLOGIQUE
84GXQ,DURA SUBSTITUTE,SUBSTITUT DE DURE-MERE
84GYC,ELECTRODE CORTICAL,ELECTRODE CORTICALE
84GYE,SYSTEM TELEMETRY PHYSIOLOGICAL SIGNAL,SYSTEME DE TELEMETRIE PHYSIOLOGIQUE
84GZT,RETRACTOR SELF-RETAINING FOR NEUROSURGERY,ECARTEUR AUTOSTATIQUE POUR NEUROCHIRURGIE
84LBK,DEVICE NEUROSURGICAL FRAGMENTATION AND ASPIRATION,DISPOSITIF NEUROCHIRURGICAL DE FRAGMENTATION ET D'ASPIRATION
84LHH,BALLOON FOR CEREBROVASCULAR OCCLUSION,BALLONNET POUR OCCLUSION CEREBROVASCULAIRE
84MOF,GUIDE WIRE CATHETER NEUROVASCULATURE,FIL DE GUIDAGE POUR CATHETER NEUROVASCULAIRE
84MQD,ELECTRODE CONE IMPLANTABLE,ELECTRODE CONIQUE IMPLANTABLE
84NCU,STIMULATOR SPINAL-CORD IMPLANTED (FOR SPINAL CORDREGENERATION),STIMULATEUR DE MOELLE EPINIERE IMPLANTE (POUR LA REGENERATION DE LA MOELLE EPINIERE)
84QRG,DRILL CRANIAL,TREPAN CRANIEN
84QTB,ELECTRODE NEUROLOGICAL,ELECTRODE NEUROLOGIQUE
84RYN,SYRINGE ANGIOGRAPHIC,SERINGUE ANGIOGRAPHIQUE
84VKG,COMPUTER BRAIN MAPPING,ORDINATEUR DE CARTOGRAPHIE DU CERVEAU
84WYU,MONITOR OXYGEN BRAIN,MONITEUR D'OXYGENE AU CERVEAU
85ALI,PROSTHESIS IMPLANTATION INSTRUMENT FALLOPIAN TUBE,INSTRUMENT D'IMPLANTATION DE PROTHÈSE TUBE FALLOPIEN
85HDC,TENACULUM UTERINE,TENACULUM UTERIN
85HEO,ANALYZER DATA OBSTETRIC,ANALYSEUR DE DONNEES OBSTETRIQUES
85HET,LAPAROSCOPE,LAPAROSCOPE
85HFW,CLAMP UMBILICAL,PINCE OMBILICALE
85HGI,ELECTROCAUTERY GYNECOLOGIC (AND ACCESSORIES),ELECTROCAUTERE GYNECOLOGIQUE (ET ACCESSOIRES)
85HHA,HEATER PERINEAL RADIANT NON CONTACT,DISPOSITIF DE CHAUFFAGE PERINEAL RADIANT SANS CONTACT
85HHO,SCREW FIBROID GYNECOLOGICAL,VIS FIBROIDE GYNECOLOGIQUE
85HHW,PESSARY VAGINAL,PESSAIRE VAGINAL
85HII,POWERED VAGINAL MUSCLE STIMULATOR FOR THERAPEUTIC USE,STIMULATEUR ELECTRIQUE DE MUSCLES VAGINAUX POUR USAGE THERAPEUTIQUE
85KXP,STENT VAGINAL,STENT VAGINAL
85LHD,FERTILITY DIAGNOSTIC DEVICE,DISPOSITIF DE DIAGNOSTIC DE FERTILITE
85LLQ,CONTRACEPTIVE CERVICAL CAP,CAPE CERVICALE CONTRACEPTIVE
85LLR,CONTRACEPTIVE SPONGE,EPONGE CONTRACEPTIVE
85LNW,PAPER PH OBSTETRIC,PAPIER PH OBSTETRIQUE
85MCQ,IMPLANT (FOR FEMALE INCONTINENCE),IMPLANT (POUR INCONTINENCE FEMININE)
85MOV,CATHETER SALPINGOGRAPHY,CATHETER DE SALPINGOGRAPHIE
85NBZ,CLAMP AND CUTTER UMBILICAL,PINCE ET FRAISE OMBILICALES
85QOT,KIT DELIVERY,TROUSSE D'ACCOUCHEMENT
85RFT,MAMMOGRAPHIC UNIT (RADIOGRAPHIC),APPAREIL A MAMMOGRAPHIE (RADIOGRAPHIQUE)
85VIK,EQUIPMENT IN-VITRO FERTILIZATION/EMBRYO TRANSFER,MATERIEL DE FERTILISATION IN VITRO / TRANSFERT D'EMBRYON
86ARM,NEEDLE OPHTHALMIC,AIGUILLE OPHTALMIQUE
86AVG,FLUID LUBRICATING TOPICAL,LIQUIDE DE LUBRICATION TOPIQUE
86AYY,ACCESSORIES PHACOFRAGMENTATION/EMULSIFICATION UNIT,ACCESSOIRES POUR UNITE DE PHACOFRAGMENTATION/EMULSIFICATION
86HJX,READER PRISM OPHTHALMIC,LECTEUR DE PRISME OPHTALMIQUE
86HKN,REFRACTOR MANUAL NON-POWERED INCLUDING PHOROPTER,
86HNF,SCISSORS OPHTHALMIC,CISEAUX OPHTALMIQUES
86HNO,KERATOME AC-POWERED,KERATOME SUR SECTEUR
86HNR,FORCEPS OPHTHALMIC,FORCEPS OPHTALMIQUE
86HOX,CHART VISUAL ACUITY,TABLEAU DE MESURE DE L'ACUITE VISUELLE
86HPD,LENS BAGOLINI,LENTILLE DE BAGOLINI
86KYC,FLUORESCEIN STRIP,BANDE FLUORESCENTE
86LQE,IMPLANT CORNEAL,IMPLANT CORNEEN
86LXS,LASER NEODYMIUM:YAG OPHTHALMIC FOR POSTERIOR CAPSULOTOMYAND CUTTING PUPILLA,LASER AU NEODYME-YAG OPHTALMIQUE POUR CAPSULOTOMIE POSTERIEURE ET POUR COUPER LA PUPILLE
86REC,LAMP SLIT,LAMP A FENTE
86REU,SPOON LENS,CUILLERE DE LENTILLE
86UEK,KERATOMETER,KERATOMETRE
87ALZ,EXTERNAL FIXATION DEVICE,DISPOSITIF DE FIXATION EXTERNE
87AMF,COMPRESSION PLATE AND INSTRUMENT SET,PLAQUE DE COMPRESSION ET TROUSSE D'INSTRUMENTS
87HSM,PROSTHESIS CARPAL,PROTHESE CARPIENNE
87HSP,SPLINT TRACTION,ATTELLE DE TRACTION
87HTJ,GAUGE DEPTH,JAUGE DE PROFONDEUR
87HTO,REAMER,ALESOIR
87HWJ,AWL,POINCON
87HXQ,CRIMPER PIN,SERTISSEUR DE CHEVILLES ORTHOPEDIQUE
87IKG,DYNAMOMETER PHYSICAL MEDICINE,DYNAMOMETRE MEDECINE PHYSIQUE
87JDD,PROSTHESIS UPPER FEMORAL,PROTHESE FEMORALE SUPERIEURE
87JDG,PROSTHESIS HIP FEMORAL COMPONENT CEMENTED METAL,COMPOSANT FEMORAL DE PROTHESE DE HANCHE CIMENTE EN METAL
87JDM,PROSTHESIS HIP ACETABULAR COMPONENT METAL NON-CEMENTED,COMPOSANT ACETABULAIRE DE PROTHESE DE HANCHE NON CIMENTE EN METAL
87JDR,STAPLE FIXATION BONE,AGRAFE POUR FIXATION OSSEUSE
87KWB,PROSTHESIS HIP HEMI- ACETABULAR CEMENTED METAL,HEMIPROTHESE ACETABULAIRE DE HANCHE CIMENTEE EN METAL
87KWC,PROSTHESIS FINGER HEMI,HEMIPROTHESE DE DOIGT
87KYI,PROSTHESIS WRIST CARPAL TRAPEZIUM,PROTHESE DE POIGNET CARPIENNE OS TRAPEZE
87LOD,CEMENT BONE PMMA,CIMENT PMMA POUR LES OS
87LWJ,PROSTHESIS HIP SEMI-CONSTRAINED METAL/POLYMER UNCEMENTED,PROTHESE SEMI-CONTRAINTE DE HANCHE NON CIMENTEE EN METAL/POLYMERE
87LYS,BONE MILL,BROYEUR D'OS
87LYT,FIXATION ACCESSORY,ACCESSOIRE DE FIXATION
87MBK,PROSTHESIS ANKLE SEMI-CONSTRAINED UNCEMENTED OSTEOPHILICFINISH,PROTHESE SEMI-CONTRAINTE DE CHEVILLE NON CIMENTEE FINITION OSTEOPHYTIQUE
87MNU,STAPLE ABSORBABLE,AGRAFE ABSORBABLE
87NBH,ACCESSORIES ARTHROSCOPIC,ACCESSOIRES ARTHROSCOPIQUES
87NOV,ANCHOR SOFT TISSUE TO BONE METALLIC,DISPOSITIF D'ANCRAGE DU TISSU MOU A L'OS EN METAL
87QEX,BURR PODIATRIC,FRAISE PODIATRIQUE
87QIW,CEMENT ORTHOPEDIC (BONE),CIMENT ORTHOPEDIQUE (OS)
87RBL,IMMOBILIZER SHOULDER,DISPOSITIF D'IMMOBILISATION DE L'EPAULE
87RBM,IMMOBILIZER WRIST,
87RMX,PROSTHESIS LEG,PROTHESE DE JAMBE
87RXH,SUPPORT FOOT,SUPPORT DE PIED
87SGD,DRIVER WIRE,CONDUCTEUR DE FIL
87THB,INVERSION UNIT,
87UBN,PROSTHESIS ELBOW HUMERAL COMPONENT,PROTHESE DE COUDE COMPOSANT HUMERAL
87WUW,IMMOBILIZER UPPER BODY,DISPOSITIF D'IMMOBILISATION DU TRONC SUPERIEUR
88GKD,STAINER SLIDE AUTOMATED,COLORATEUR AUTOMATISE DE LAMES
88IDP,MICROTOME CRYOSTAT,MICROTOME CRYOSTAT
88JCZ,ANALYZER KARYOTYPE,ANALYSEUR DE CARYOTYPE
88KFL,MICROTOME SLIDING,MICROTOME A GLISSIERE
88MVC,IMMUNOHISTOCHEMICAL ASSAY HER-2/NEU,ESSAI IMMUNOHISTOCHIMIQUE HER-2/NEU
88UIG,STAIN BIOLOGICAL GENERAL,COLORATEUR BIOLOGIQUE GENERAL
89APF,THERMAL WEAR THERAPEUTIC,VETEMENTS DE PROTECTION THERMIQUE THERAPEUTIQUES
89ATO,SPINAL ASSESSMENT DEVICE - MOTION ANALYSIS & EMG,DISPOSITIF D'EVALUATION DU RACHIS - ANALYSE DES MOUVEMENTS ET EMG
89IMA,PACK HEAT MOIST,COMPRESSE HUMIDE CHAUDE
89INF,SCALE PLATFORM WHEELCHAIR,PLATEFORME DE PESAGE POUR FAUTEUIL ROULANT
89INO,CHAIR POSITIONING ELECTRIC,FAUTEUIL DE POSITIONNEMENT ELECTRIQUE
89INQ,TABLE POWERED,TABLE ELECTRIQUE
89IOE,BARS PARALLEL EXERCISE,BARRES PARALLELES D'EXERCICE
89IOR,WHEELCHAIR MECHANICAL,FAUTEUIL ROULANT MECANIQUE
89IRT,PAD HEATING ELECTRIC,COUSSIN CHAUFFANT ELECTRIQUE
89ISA,MASSAGER THERAPEUTIC ELECTRIC,APPAREIL DE MASSAGE THERAPEUTIQUE ELECTRIQUE
89ISP,VALVE PROSTHESIS,VALVE A PROTHESE
89ITQ,JOINT KNEE EXTERNAL BRACE,ARTICULATION GENOU ORTHESE EXTERNE
89KIC,CUSHION FLOTATION,COUSSIN DE FLOTTAISON
89LBE,STROLLER ADAPTIVE,POUSSETTE ADAPTATIVE
89MBO,BONE GRAFT SUBSTITUTE,SUBSTITUT OSSEUX POUR GREFFE
89RXM,SUPPORT WRIST,SUPPORT DE POIGNET
90EHC,FILM X-RAY DENTAL EXTRAORAL,FILM A RADIOGRAPHIE DENTAIRE EXTRA-ORALE
90IYB,TUBE MOUNT X-RAY DIAGNOSTIC,MONTURE DE TUBE DE DIAGNOSTIC A RAYONS X
90IYX,CAMERA SCINTILLATION (GAMMA),CAMERA A SCINTILLATION (GAMMA)
90IZO,GENERATOR HIGH-VOLTAGE X-RAY DIAGNOSTIC,GENERATEUR DE HAUTE TENSION DIAGNOSTIQUE A RAYONS X
90IZR,GENERATOR RADIOGRAPHIC CAPACITOR DISCHARGE,GENERATEUR RADIOGRAPHIQUE A DECHARGE DE CONDENSATEUR
90JAC,SYSTEM X-RAY FILM MARKING RADIOGRAPHIC,APPAREIL DE RADIOSCOPIE AVEC MARQUAGE DES FILMS RADIOGRAPHIQUES
90JAQ,SYSTEM APPLICATOR RADIONUCLIDE REMOTE-CONTROLLED,APPLICATEUR DE RADIONUCLEIDES TELECOMMANDE
90KPY,SHIELD PROTECTIVE PERSONNEL,ECRAN DE PROTECTION DU PERSONNEL
90LOC,SYSTEM RF/MICROWAVE HYPERTHERMIA CANCER TREATMENT,SYSTEME DE TRAITEMENT HYPERTHERMIQUE DU CANCER A RADIOFREQUENCE ET MICRO-ONDES
90QFP,CALIBRATOR RADIOISOTOPE,CALIBREUR RADIO-ISOTOPIQUE
90QWR,RADIOGRAPHIC/FLUOROSCOPIC UNIT FIXED,APPAREIL RADIOGRAPHIQUE ET FLUOROSCOPIQUE FIXE
90RIH,NEEDLE RADIOGRAPHIC,AIGUILLE RADIOGRAPHIQUE
90SAS,TIMER RADIOGRAPHIC,MINUTERIE RADIOGRAPHIQUE
90SGM,FILM X-RAY,FILM A RADIOGRAPHIE
90TGL,RADIOGRAPHIC UNIT DIGITAL,APPAREIL RADIOGRAPHIQUE NUMERIQUE
90VHE,TABLE NUCLEAR MEDICINE,TABLE DE MEDECINE NUCLEAIRE
91ADZ,COCAINE & METABOLITES ASSAY,TEST DE DETECTION DE LA COCAINE ET DE SES METABOLITES
91AFB,OPIATE LEVELS,NIVEAUX D'OPIACES
91AIO,DIPHENYLHYDANTOIN LEVELS,NIVEAUX DE DIPHENYLHYDANTOINE
91DIS,ENZYME IMMUNOASSAY BARBITURATE,DOSAGE IMMUNOENZYMATIQUE DES BARBITURIQUES
91DJR,ENZYME IMMUNOASSAY METHADONE,DOSAGE IMMUNOENZYMATIQUE METHADONE
91DJZ,DEVICES BREATH TRAPPING ALCOHOL,ALCOOTESTS
91DKE,REAGENTS TEST TETRAHYDROCANNABINOL,REACTIFS POUR TEST DE DEPISTAGE DU TETRAHYDROCANNABINOL
91DMP,CONTROL SERUM DIGOXIN RADIOIMMUNOASSAY,SERUM DE CONTROLE DE LA DIGOXINE DOSAGE RADIO-IMMUNOLOGIQUE
91LCL,RADIOIMMUNOASSAY PHENCYCLIDINE,DOSAGE RADIO-IMMUNOLOGIQUE PHENCYCLIDINE
99WWW,ACCESSORY/PART,ACCESSOIRE/PIECE
99ZZV,VETERINARY DEVICES,INSTRUMENTS POUR USAGE VETERINAIRE
73BTQ,AIRWAY NASOPHARYNGEAL,SONDE NASOPHARYNGEE
73BTR,TUBE TRACHEAL (ENDOTRACHEAL) (W/WO CONNECTOR),TUBE TRACHEAL (ENDOTRACHEAL) (AVEC/SANS RACCORD)
73BTY,CALCULATOR PREDICTED VALUES PULMONARY FUNCTION,CALCULATEUR DES VALEURS PREDICTIVES DE LA FONCTION PULMONAIRE
73BWI,NEEDLE ACUPUNCTURE,AIGUILLES D'ACUPUNCTURE
73BYD,CONDENSER HEAT AND MOISTURE (ARTIFICIAL NOSE),ECHANGEUR DE CHALEUR ET D'HUMIDITE (NEZ ARTIFICIEL)
73BYL,TENT OXYGEN,TENTE A OXYGENE
73BZQ,MONITORBREATHING FREQUENCY,MONITEUR DE FREQUENCE RESPIRATOIRE
73CAE,AIRWAY OROPHARYNGEAL ANESTHESIOLOGY,CANULES OROPHARYNGEES (ANESTHESIOLOGIE)
73CBH,DEVICE FIXATION TRACHEAL TUBE,DISPOSITIF DE FIXATION POUR TUBE ENDOTRACHEAL
73FNC,TENT PEDIATRIC AEROSOL,TENTE A INHALATION POUR ENFANTS
73LNZ,CHANGERTUBEENDOTRACHEAL,ECHANGEUR DE TUBE ENDOTRACHEAL
73LPP,MONITOR OXYGEN CUTANEOUS FOR USES OTHER THAN FOR INFANTNOT UNDER GAS ANESTHESIA,MONITEUR D'OXYGENE TRANSCUTANE POUR USAGES AUTRES QUE POUR UN ENFANT NON SOUS ANESTHESIE GAZEUSE
73QEC,MONITOR BLOOD GAS TRANSCUTANEOUS OXYGEN,MONITEUR TRANSCUTANE D'OXYGENE DANS LE SANG
73QFQ,CALIBRATOR RESPIRATORY THERAPY UNIT,ETALONNEUR POUR UNITE D'INHALOTHERAPIE
73QGE,NASAL OXYGEN CONTINUOUS POSITIVE AIRWAY PRESSURE,ADMINISTRATION D'OXYGENE PAR VOIE NASALE VENTILATION SPONTANEE EN PRESSION POSITIVE CONTINUE
